cast_id,cast_name,gender,order0,order1,order2,order3,order4,order_score,movie_count,movie_id
380,Robert De Niro,2,30,11,5,6,2,223,57,39451_9992_17711_10555_2270_49021_11371_693_274479_9932_13389_1597_8195_9566_524_819_2749_168672_257211_203_13536_64807_1598_336004_11978_87567_9535_9013_11058_311_137093_31582_8944_62838_117_11096_769_45881_9819_44113_82693_5971_26171_184341_1578_75638_11778_586_2142_68_12637_240_23631_184_291870_1777_103
62,Bruce Willis,2,30,4,1,4,0,177,51,95_72559_9471_163_1571_76163_18_47964_1572_27578_7518_146216_19959_9567_3172_2026_9741_1573_9882_10592_4244_9292_189_39514_4824_8838_9374_285923_12220_2207_745_187_23742_59967_2122_562_186_8944_20694_2069_14043_77948_241254_24226_83666_9644_5172_3179_12479_680_5
1892,Matt Damon,2,23,10,2,1,0,163,48,157336_65759_2503_324668_68724_163_286217_22972_1422_2502_161_298_9023_4442_7450_11086_152760_857_2501_39538_22954_4958_1792_38050_74465_231_44603_10684_21355_711_1213_11975_44264_9541_12429_4912_9352_11323_2294_133694_44754_10220_489_1832_1956_11191_44639_2255
2963,Nicolas Cage,2,28,3,3,1,0,163,39,27022_19585_1250_49519_12100_9679_2059_754_1701_9802_8688_1852_16577_5994_71676_1722_795_285923_13811_47327_2148_9906_13184_1830_8224_6071_127493_8649_23483_11699_6963_199373_2757_218043_10013_297596_13342_451_157847
2231,Samuel L. Jackson,2,15,12,8,4,5,160,67,99861_24428_258489_1726_10138_100402_10195_1771_77950_97020_1895_1894_1893_27581_68718_9806_1572_8247_9741_10153_7451_16869_9257_11412_16577_329_273248_8914_11679_8285_393_479_9631_10782_1389_9869_7214_1537_1645_6071_14655_326_1613_769_3021_13279_9074_133931_12150_7874_25208_9644_13074_319_184_41823_14283_680_37080_36739_925_45153_12486_9516_27845_45145_25975
85,Johnny Depp,2,27,2,3,0,0,152,40,285_58_57201_1865_12155_241259_118_62213_44896_22_11322_37710_157353_71880_210860_261023_224141_768_64688_1586_622_377_9366_2900_4133_3933_8054_1428_392_866_1909_7548_162_1878_522_1587_792_11284_290825_246403
5292,Denzel Washington,2,25,4,0,1,0,143,31,4982_18487_44048_59961_20504_14462_9882_136400_9509_156022_8963_388_2116_9481_10684_9944_2034_10400_8470_1883_87502_10637_9271_9665_12506_9469_9800_14047_13435_41823_11971
287,Brad Pitt,2,17,12,1,1,1,139,38,72190_4922_652_65759_38055_163_787_1535_4477_161_298_297_228150_16869_978_550_14411_628_60308_819_6073_4944_8967_807_4476_4512_4912_318846_109091_76203_1164_314385_64689_492_319_107_15186_45145
31,Tom Hanks,2,24,3,2,0,0,138,32,10193_5255_13448_591_83542_863_8358_4147_594_6538_35_920_857_568_9489_497_13_109424_640_11287_296098_64685_140823_5516_20763_862_59861_2280_9800_2619_9591_13508
13240,Mark Wahlberg,2,20,7,1,2,1,136,31,91314_2133_869_27581_7980_1422_214756_136400_9654_8645_7485_35056_72105_274167_6415_193756_11858_12508_13051_98357_8292_2001_134374_77866_284536_1599_19457_4995_9448_45317_9455
500,Tom Cruise,2,23,3,2,1,0,135,33,137113_177677_956_56292_616_74_955_37834_75612_180_7446_2253_954_1903_80585_345_818_2119_1538_75780_9390_628_37233_334_4515_881_380_744_2604_11967_11873_227_33676
776,Eddie Murphy,2,21,6,1,0,0,132,28,10192_810_11692_10674_10756_59108_12107_1125_10808_3050_809_8427_10708_11260_9713_9327_11353_19724_808_306_11066_72358_96_90_12158_10136_1621_374461
7399,Ben Stiller,2,22,4,2,0,0,132,33,10527_18360_80321_181533_38055_1593_39451_116745_7446_59108_953_9824_693_9384_1597_80035_329833_9894_5966_7288_9472_4967_9428_9398_8699_544_9842_10710_9614_252512_2074_16148_49020
1461,George Clooney,2,22,4,1,0,2,131,34,158852_415_2133_49047_163_161_298_152760_11775_4942_8741_231_6623_6415_1389_12279_10315_4944_10054_182_22947_4912_303858_134_10313_10316_270487_4566_9473_65057_27579_755_9260_3291
192,Morgan Freeman,2,10,13,6,3,3,129,46,49026_155_2698_272_74_75612_157353_271969_291805_310_8656_8909_75656_117263_11258_4614_214756_6171_39514_267860_137106_22954_12123_8367_6950_12634_7350_10027_11560_240832_11831_62837_227735_807_70_1947_9665_2043_137093_9437_186_278_10480_33_403_1667
8891,John Travolta,2,21,5,1,0,0,128,30,13053_18487_754_9705_5491_2976_4551_9208_9440_10783_818_11199_2275_11128_9422_11456_8741_26389_10782_9770_82525_22949_7220_9294_8012_11644_332411_680_334527_621
3,Harrison Ford,2,19,5,3,0,1,125,32,217_80274_138103_2655_4477_8665_9772_6068_11375_12618_9331_109443_9754_89_9869_5503_18480_109410_38357_1892_28_27569_293863_87_78_1891_85_9281_11_17339_592_838
1100,Arnold Schwarzenegger,2,23,1,1,1,1,125,32,534_296_87101_861_415_10204_280_36955_9268_76163_9946_138103_9387_10159_9593_9884_8452_27578_10808_107846_9279_144336_865_76640_951_106_9610_9626_9493_10999_218_287424
2157,Robin Williams,2,18,7,0,2,2,124,34,18360_65759_181533_1593_644_2277_9836_9928_9574_12159_879_10312_9275_320_22949_2959_87567_132363_812_788_5123_177_9895_2639_10549_207_2290_801_9357_489_20178_9782_24363_49951
1204,Julia Roberts,1,15,8,4,1,2,123,33,163_161_62764_9986_8834_6538_4806_879_11820_38167_16558_32856_462_9441_9095_8874_11467_9944_9906_509_6073_2288_59861_4912_303858_1551_152737_1770_290751_9716_114_11191_15186
23659,Will Ferrell,2,18,5,3,1,1,122,37,38055_27581_18162_77953_9718_12133_9955_9384_137106_116741_13260_109443_274167_9975_329833_9981_9899_257091_817_10719_1262_9398_8699_11635_2294_816_9429_25166_13824_16406_16888_19905_12183_80304_45658_14256_79940
16483,Sylvester Stallone,2,20,3,2,0,2,120,32,76163_138103_607_27578_38317_11228_10477_107846_9350_8916_1370_9618_10375_70074_928_9691_1368_2636_1369_12279_10461_64807_312221_1246_2142_28932_78149_14576_21610_11302_1366_13282
19292,Adam Sandler,2,23,1,0,0,0,119,28,10661_257344_76492_9339_9291_109418_10202_50546_38317_159824_9678_71880_1824_38365_2539_20829_347969_87428_2022_232672_9032_8051_10663_11090_2355_14577_284296_9614
2227,Nicole Kidman,1,15,9,2,0,2,119,30,2268_6972_414_9890_179_9836_50546_2289_10197_4858_345_2119_6435_116149_824_6623_4547_215211_590_204922_577_290751_10740_127560_1933_18615_2084_86825_245846_27585
18277,Sandra Bullock,1,20,2,2,1,2,118,27,49047_1639_211672_9837_2642_6435_10040_11892_1493_10468_136795_18240_1645_2044_64685_22881_1637_9715_10317_9583_1642_9963_23706_9672_1640_29076_206412
887,Owen Wilson,2,13,8,5,1,4,118,40,49013_18360_95_181533_42888_1593_10204_39451_11618_920_8427_48988_693_14306_9384_116741_1597_8584_175574_1819_6038_38579_421_329833_12634_9894_9360_73937_8007_8457_10315_120467_59436_9428_9398_171274_12479_12183_192141_13685
1269,Kevin Costner,2,19,3,2,1,0,115,27,209112_49521_9804_11973_9922_12160_12138_137094_10052_8367_10390_10478_820_302156_10207_192102_2055_11509_619_117_200505_20761_10187_581_228203_11354_253331
738,Sean Connery,2,19,3,1,2,0,114,28,8698_9802_6520_1844_8840_8367_89_711_9096_36670_1669_5902_117_26672_40160_8009_36819_42345_9289_667_660_681_11583_10786_658_657_39209_646
3896,Liam Neeson,2,15,7,2,2,1,114,41,49026_2454_44833_411_10140_272_57165_18823_1893_290595_1495_3131_8665_11618_214756_137106_109443_225574_241554_260346_82675_508_48138_188161_849_12429_227783_43539_11780_169917_8681_424_75174_1770_2669_172391_28211_407887_11184_29076_36419
5064,Meryl Streep,1,16,7,1,0,2,113,30,644_22897_14462_9374_1792_11631_224141_8987_9906_24803_10315_350_4515_606_82696_53113_315664_5125_227156_590_152737_9819_688_14359_2757_264656_11778_71688_9526_42222
206,Jim Carrey,2,20,3,0,0,1,113,26,17979_7552_8871_414_310_11086_37165_58224_1850_2123_109443_10201_9894_1624_100042_3594_124459_9273_59859_38_22796_854_10013_8467_8952_3049
3061,Ewan McGregor,2,12,9,5,1,0,113,29,81005_13448_1895_1894_1893_1635_855_9928_587_210860_824_11439_188161_80278_9978_35019_14175_13967_152737_174751_10313_70435_205588_18681_8952_1808_8545_55347_627
6941,Cameron Diaz,1,11,6,9,2,1,111,31,10192_810_9471_37834_40805_180_3131_4327_1581_809_1903_196867_9563_808_8874_11812_193610_225886_76494_10024_22825_109091_544_52449_1878_854_492_20009_10029_11363_9029
10297,Matthew McConaughey,2,14,8,2,0,1,109,29,157336_7364_106646_7446_686_8676_11170_3536_6278_11374_9919_6877_316152_1645_50348_11831_2018_42807_15644_12149_103731_73567_77930_9571_92591_13827_152532_26748_17734
517,Pierce Brosnan,2,15,5,4,1,0,109,29,36669_36643_9619_714_32657_75_36970_710_10589_11631_913_11439_25189_18937_11141_788_70868_107985_13250_334074_2575_23169_254904_8060_10163_9515_32395_51995_192141
6384,Keanu Reeves,2,16,4,1,2,2,105,27,64686_605_604_6964_10200_603_1813_12123_10393_6114_2044_1921_10685_1637_859_20857_1649_1266_3509_342521_1648_11971_301365_1546_34941_468_21309
17276,Gerard Butler,2,13,6,4,2,0,105,27,10191_82702_205584_714_1996_9562_117263_1271_267860_6278_9833_22803_18501_27573_20943_10488_77875_6023_45610_10577_82684_29078_13250_13809_87818_101173_8981
4173,Anthony Hopkins,2,11,8,4,2,2,105,34,1966_76338_10195_7978_2310_86834_8871_955_297_146216_9433_9533_3132_9342_12117_1717_10858_6114_11831_48171_11313_4476_5902_9912_10445_274_2669_1245_38031_10741_373314_42819_8293_1955
3036,John Cusack,2,14,5,3,2,0,103,29,14161_1701_300168_9444_8741_11467_11062_23048_11648_8197_12596_32274_132363_2832_9778_5126_70436_3021_243_11382_199373_2757_241254_9434_243938_492_256092_13191_235
69597,Drew Barrymore,1,11,9,3,1,1,103,28,9471_414_4327_1824_7450_1950_9975_11091_232672_10184_11172_11431_78698_7288_38073_4912_9454_14405_9716_26171_4232_11495_13166_22798_12257_601_141_25975
3894,Christian Bale,2,16,4,1,2,0,103,27,49026_534_155_272_147441_11322_76758_6278_1722_10530_479_5176_168672_1124_11400_318846_164457_3902_7299_9587_45317_9952_10705_1808_1359_4553_7873
11701,Angelina Jolie,1,12,8,1,3,1,102,25,102651_1966_49444_2310_140300_9502_27576_787_9679_37710_1995_1996_8909_10555_5137_9839_3580_9481_16643_10428_12596_2057_3558_314385_1988
1231,Julianne Moore,1,7,11,5,4,0,102,31,131634_131631_68737_13027_330_9693_50646_225574_9691_5503_334_6440_11141_133805_590_8338_20024_3902_4995_115_10712_28211_16888_24137_14057_34653_306745_138697_284293_10822_39781
976,Jason Statham,2,14,5,2,2,1,101,29,168259_76163_138103_27578_12096_49021_10483_9654_1538_2312_10796_9759_27582_119283_72387_9335_265208_10016_10431_204082_4108_8848_15092_1948_107_107_9991_7515_100
2461,Mel Gibson,2,15,5,1,0,1,99,24,944_2024_138103_8834_197_2675_3595_10590_3981_12201_10530_8839_2112_7443_943_50780_15644_106747_2669_9355_30141_8810_13508_9659
934,Russell Crowe,2,13,7,2,0,0,99,24,49521_20662_8619_86834_98_4982_921_453_9008_12113_82695_11983_16995_137321_5176_2118_98357_9726_12106_9271_43539_15198_256917_97430
880,Ben Affleck,2,16,1,3,2,2,99,29,209112_297761_676_95_4614_210577_9620_16995_8046_1537_68734_10184_23168_2155_9541_146238_1934_2294_7516_489_1832_14181_12569_9571_2293_1777_15256_2295_2255
7447,Alec Baldwin,2,6,11,5,2,5,98,39,676_10527_177677_81188_7552_2114_2567_10588_1422_22897_9433_80585_10992_8838_9621_9623_509_5966_8850_26486_222936_31908_321741_1669_11836_9428_10024_81836_13596_16110_160588_4011_9504_7510_13072_14578_284293_10744_10132
6193,Leonardo DiCaprio,2,16,2,2,2,0,98,22,597_64682_27205_281957_2567_68718_1372_106646_3131_1422_11324_12113_640_1907_4148_9313_88794_12106_9819_454_9466_1587
2888,Will Smith,2,15,5,0,1,0,97,24,41154_8487_297761_8960_6479_608_8961_82700_8489_2048_607_9798_602_10555_256591_4958_137321_8488_1402_11321_109443_9541_321741_9737
3223,Robert Downey Jr.,2,12,7,1,2,2,97,29,99861_24428_271110_68721_1726_10138_1724_58574_7446_10528_1949_41733_10067_17332_11353_1950_205587_4970_11004_28902_9089_3509_18615_5236_8669_31174_30141_3291_32456
3131,Antonio Banderas,2,13,5,1,2,4,96,31,10192_810_417859_1911_138103_1656_809_228165_10550_9342_8818_628_9691_12279_9488_10054_9280_12763_1428_56288_2057_293646_20761_70435_106747_9800_38031_262543_1360_8068_5
1229,Jeff Bridges,2,13,5,3,1,0,96,24,20526_1726_49524_9408_68737_4464_309809_167_10935_25189_10534_44264_13092_227156_177_10313_1073_10115_37718_115_24663_6521_25196_24356
18918,Dwayne Johnson,2,16,1,2,1,1,93,25,168259_72559_51497_254128_27581_184315_1734_10159_11665_72545_4551_8814_9334_16866_11358_302699_13836_9766_134374_41283_13680_4723_134411_10090_14271
1158,Al Pacino,2,13,5,1,2,0,92,23,298_71880_9008_9563_13389_1813_242_8046_8592_320_11062_9366_3489_11162_111_11458_12150_74536_240_9504_373314_256924_238
131,Jake Gyllenhaal,2,11,8,1,1,0,92,21,9543_435_1949_25_253412_146233_45612_307081_43347_5125_7445_316002_31005_77016_142_9683_242582_9962_141_18808_50035
112,Cate Blanchett,1,7,9,5,2,2,92,31,122917_20662_57158_217_49051_4922_82702_2567_120_150689_122_121_3172_152760_4517_421_1213_6440_12429_12596_182_50456_1259_4518_1164_3902_160588_10629_4638_39780_24137
6968,Hugh Jackman,2,10,7,3,1,2,91,27,36668_127585_246655_49538_2080_11619_266647_81188_6972_181533_36658_76170_39254_9836_9705_36657_82695_198184_11232_146233_1124_1381_319888_12658_87818_58882_512
569,Ethan Hawke,2,12,4,4,1,0,90,21,2034_1830_10219_782_7305_8978_42807_19901_241257_146227_26390_207_12227_85350_158015_82507_132344_76_80_99826_253626
22226,Paul Rudd,2,8,6,5,5,0,89,34,271110_15512_102899_42888_1593_309809_38778_17610_109443_16538_89492_6575_50647_109414_9870_223702_15373_4964_6957_8699_17127_454_9603_144340_84892_10090_13160_15256_13173_59968_10987_14474_180296_174311
1813,Anne Hathaway,1,9,7,4,1,1,88,25,49026_12155_157336_241259_172385_46195_11665_82695_32856_11130_257211_350_14442_9880_10521_43347_10982_2977_51828_142_14976_29339_16651_244783_138697
2176,Tommy Lee Jones,2,9,7,5,0,0,88,24,41154_608_1771_324668_414_607_10357_72976_5551_10632_13498_10731_5503_10398_820_11551_302156_82696_6977_6973_264656_16769_8053_9526
1245,Scarlett Johansson,1,5,11,2,4,4,87,28,99861_24428_271110_278927_10138_100402_1635_547_9676_8285_74465_240832_10184_1124_12184_11836_8869_1901_152601_270487_5038_116_97370_3635_138697_1548_153_512
4038,Susan Sarandon,1,3,10,8,4,0,87,36,7459_83542_7980_4523_33909_10992_87428_9621_9441_329833_10731_4380_8849_87567_32274_16340_21349_6973_31005_226486_9587_134411_36691_60599_687_13994_9034_82532_91076_9685_32395_36351_987_84329_283384_268917
64,Gary Oldman,2,5,10,4,3,3,86,28,49026_17979_155_119450_675_674_272_49444_673_97020_18_9772_20504_2157_16866_10533_181283_49730_6114_820_18937_302156_49517_13788_319_2088_6521_549
6885,Charlize Theron,1,5,10,6,1,1,86,26,58595_8960_76341_70981_290595_9822_16577_9654_4958_1813_8202_2749_188161_1921_2155_2900_11978_9701_2779_20766_6973_19457_57157_9466_504_9591
204,Kate Winslet,1,5,9,6,3,1,86,25,597_11619_262500_1581_157350_39538_1717_11615_4148_8055_13092_866_72113_38_146198_321697_130150_10549_4584_1440_10876_13994_87818_11889_1024
5469,Ralph Fiennes,2,7,5,7,4,2,86,27,206647_37724_675_674_57165_18823_9533_9837_7303_409_35019_8055_120467_533_6016_12783_1985_424_20024_270487_18840_12162_8321_39780_9613_101173_13919
205,Kirsten Dunst,1,10,5,4,1,1,85,27,559_558_557_11820_9621_9444_109443_628_11551_1887_11823_13092_83770_38_46503_245703_9587_586_9686_10691_16406_1588_10050_10490_62215_1443_84174
9642,Jude Law,2,7,7,5,3,1,85,27,44826_81188_58574_2567_10528_644_1581_853_4147_2289_5137_39538_1717_96724_1213_8849_782_2288_8197_31867_120467_109421_8054_1599_1946_1989_192134
290,Christopher Plummer,2,4,8,7,5,2,85,32,14160_1966_2059_65754_453_10395_9008_38321_388_231_2044_1883_11648_12244_11400_8054_10577_174_33157_17277_36811_16351_30973_256924_29339_268171_15121_35944_16633_11843_55347_52032
16866,Jennifer Lopez,1,10,6,2,2,0,84,22,228161_57800_11517_8916_7303_8046_1389_4379_9360_4380_1957_5852_76494_8843_34806_9541_119283_1947_2018_31640_16052_241251
57755,Woody Harrelson,2,3,7,7,10,0,84,31,14161_131634_101299_131631_291805_70160_75656_11517_11374_10589_175574_13260_11321_8741_817_50544_9701_6977_11543_20761_19908_164457_146198_3509_586_6687_86838_9526_28089_13827_34769
4483,Dustin Hoffman,2,6,9,3,4,0,83,29,49444_140300_9502_39451_1581_10153_879_1427_693_10199_6950_10047_9770_8592_819_12704_6439_1262_46829_380_866_1599_31005_9576_586_10743_492_9700_3116
6856,Kurt Russell,2,13,4,0,1,0,83,19,168259_503_9425_1903_12138_273248_9618_2320_285923_10061_1091_2163_11459_12920_14292_11969_6978_4911_1103
18897,Jackie Chan,2,13,3,1,1,1,83,20,5174_49444_140300_9502_10204_5175_10674_300168_10771_8584_1729_6038_10610_76349_23172_20083_78149_33542_10622_12207
10205,Sigourney Weaver,1,10,3,5,2,2,83,33,19995_10681_43074_147441_6947_10199_8078_8077_198184_5393_926_7461_39513_10833_59965_8780_22970_9092_8326_1710_38303_4953_77948_68924_75638_679_73935_9672_52067_25350_348_703_39141
72466,Colin Farrell,2,10,5,3,1,2,83,22,1966_180_116711_9257_10592_137321_51540_140823_13496_13150_58151_11400_8054_102362_10629_8321_86838_38448_1817_25196_18923_230266
6065,Dennis Quaid,2,9,7,2,1,1,82,25,14869_435_10733_11866_12160_9563_8840_1900_7461_19898_10871_14325_76494_77875_10559_9549_22894_1901_14635_43959_9310_10712_14729_87818_83686
9778,Ice Cube,2,11,4,3,1,0,82,23,11679_187017_228326_6415_9360_64688_323675_10718_10016_168530_13579_11637_21301_41382_13950_10611_10426_25186_10471_650_19848_10634_40505
70851,Jack Black,2,9,5,3,4,0,82,34,254_9804_49444_140300_9502_38745_7446_1581_9798_75_10555_425_4824_17610_257445_9894_64328_73937_9889_225886_6575_9353_32274_8699_3600_10878_1584_243_10710_4953_687_92591_25636_13064
6383,Aaron Eckhart,2,7,9,3,0,1,81,21,155_9341_117263_44943_100241_9563_9620_267860_9676_462_5955_3638_8080_10480_44857_334531_25643_9388_27585_15624_14585
2282,Ben Kingsley,2,6,10,3,0,2,81,34,68721_9543_44826_278927_147441_181533_80274_644_11324_10077_9703_76493_257_12177_170687_14623_10416_9348_285783_186_8080_238615_424_168705_783_11093_13768_6687_13191_17622_13990_11826_8141_26371
4491,Jennifer Aniston,1,3,15,0,3,0,81,21,310_50546_14306_9767_10386_27573_5966_10184_227159_12508_138832_51540_50647_8999_41210_25643_17127_1542_9962_8998_11363
368,Reese Witherspoon,1,9,7,2,0,2,81,22,15512_42888_12193_9678_59962_9007_11529_55787_268920_69_5125_10327_11632_171274_8835_228970_9026_796_103731_9451_1359_11229
193,Gene Hackman,2,5,10,4,1,2,81,25,9798_12160_8916_1924_8963_8536_66_10393_37233_6073_8007_10833_11306_18254_12106_8012_9428_5902_16784_1051_11411_33_25388_3034_592
3895,Michael Caine,2,7,6,4,4,1,80,29,49026_49013_155_157336_27205_272_291805_274854_72545_9693_75656_818_9624_1493_1124_10461_13156_41488_5902_31640_580_8198_6963_10876_10437_14778_25941_11033_8545
1205,Richard Gere,2,11,5,1,1,0,80,20,6520_4806_4824_2251_2148_2637_4380_10641_5353_1574_9903_3902_26390_28178_114_60599_268238_87818_292481_16642
5576,Val Kilmer,2,9,5,4,1,0,79,27,1966_414_10003_8870_12177_9837_10586_10537_9306_15556_20542_5494_16617_11969_11699_11468_744_5236_319_50601_37931_13197_24356_78381_12509_4997_192132
4495,Steve Carell,2,10,5,2,1,1,79,23,2698_310_7518_11665_93456_211672_20352_38778_35056_109443_50646_124459_82696_318846_218778_4964_6957_8699_9893_88005_773_306745_147773
1230,John Goodman,2,4,5,9,4,3,78,39,62211_91314_2698_5559_7459_585_10198_11688_17711_920_152760_77174_87825_116741_10416_888_6282_68734_64685_11934_8649_87502_6488_9449_134_284536_6478_14873_11835_12150_333348_74643_115_14577_86829_24356_333371_48572_23730
3392,Michael Douglas,2,13,2,1,1,0,78,18,102899_33909_9087_5820_8984_10586_1819_12103_2649_1900_11004_4105_137093_70435_253235_10673_10998_36691
5293,Willem Dafoe,2,3,7,6,7,3,78,38,49529_559_558_557_2567_1639_12_9331_11679_388_421_10935_10315_24418_409_18886_120467_1428_1268_164457_1946_19901_9310_157849_1951_2604_2266_222935_18516_1359_22821_10873_11051_14112_8374_792_36351_549
2178,Forest Whitaker,2,5,6,8,2,1,78,30,16523_5491_4547_260346_7461_9348_9294_31867_132363_307081_76640_164457_1266_175541_10800_185567_14047_34563_801_19052_126319_1817_11873_308639_792_1523_13342_11386_4816_11690
1233,Philip Seymour Hoffman,2,4,10,5,0,3,78,31,131634_956_101299_131631_664_2289_9533_6538_786_10312_60308_18947_5966_1213_68722_334_31582_8051_10316_14359_4960_23082_4995_157849_115_15394_8272_398_1429_10683_41469
18269,Brendan Fraser,2,11,4,2,0,0,77,19,1735_14869_1734_10715_23685_2309_10603_1636_88751_68179_11622_35169_27569_227783_40001_17709_8198_1640_3033
10859,Ryan Reynolds,2,10,5,1,1,2,77,24,44912_2080_77950_49524_49519_59961_36648_293660_49520_72105_18240_188161_302156_238615_10065_7516_16406_304357_16614_11282_8390_11452_26388_7553
190,Clint Eastwood,2,13,3,0,0,0,77,17,5551_87825_8839_66_9573_70_13223_688_10724_20391_33_10734_8879_11901_4929_429_391
2228,Sean Penn,2,9,7,1,0,1,77,22,116745_179_153518_82682_1717_8741_2649_38363_266396_8967_322_8944_10950_10139_470_5971_58048_492_687_2011_13342_1282
17051,James Franco,2,7,6,3,3,3,77,30,559_558_68728_557_40805_61791_1581_309809_38167_9664_13922_35056_38319_228967_13536_109414_223702_4964_10189_6973_204082_10139_44115_16222_13201_68812_122081_13551_192132_13983
1979,Kevin Spacey,2,9,6,0,3,2,77,24,1452_818_6950_9631_11615_167_9487_1645_227159_10647_51540_8065_2118_8197_6440_807_10313_6478_14_9504_45324_629_17431_50839
524,Natalie Portman,1,6,8,5,0,0,77,23,76338_10195_1895_1894_1893_2289_75_752_38319_12184_2288_9398_7445_41630_174751_21349_9716_10564_44214_2266_1989_44835_401
3489,Naomi Watts,1,9,4,4,1,1,76,23,254_262500_262504_10320_4959_2252_69668_38363_80278_88794_9067_1599_470_14202_194662_1018_38031_8461_239563_87818_252512_37080_111190
3087,Robert Duvall,2,4,7,6,4,2,76,30,9679_8452_8656_12193_2119_75780_9422_16072_1950_205587_10533_9981_8470_9294_28_13156_2001_2055_20766_240_45226_25196_9388_238_44718_2895_12498_10774_595_592
514,Jack Nicholson,2,13,1,1,2,0,76,17,42888_1422_6964_75_10395_2898_7350_5955_268_10410_18254_881_2755_31640_694_11027_510
73421,Joaquin Phoenix,2,9,5,3,0,1,75,18,98_6947_2675_11128_8224_68722_69_2001_152601_577_171274_19457_205_152599_9104_10876_10362_26618
1532,Bill Murray,2,10,1,1,7,4,75,35,278927_43074_4327_11665_2300_152760_12610_9513_8920_421_100042_10315_13600_222936_9647_32274_120467_10776_9428_11543_19908_617_9414_522_83666_9576_137_239563_10890_11545_9700_24977_44718_11977_153
19274,Seth Rogen,2,11,3,1,0,4,74,29,15512_810_49444_140300_9502_40805_8204_20829_12133_1819_187017_228967_39513_82687_325133_109414_223702_4964_6957_10189_8699_10358_195589_16991_321697_8363_40807_141_84200
228,Ed Harris,2,4,4,9,3,5,74,29,49047_853_16281_453_9802_2756_568_37165_9441_66_241554_10858_37233_49527_110415_13920_59_9549_134374_590_17182_12690_9104_9504_1590_24356_12509_51995_14256
67773,Steve Martin,2,11,2,3,1,0,74,20,228161_29193_22897_12096_49948_10715_9837_9641_11353_73937_11007_8970_9099_8780_10776_10678_333348_11176_2610_20794
12835,Vin Diesel,2,11,2,2,2,0,73,19,168259_118340_9799_51497_2789_18_9615_274854_7451_857_10022_10386_9381_87421_8409_2787_7501_9950_14181
4937,Vince Vaughn,2,7,6,4,0,2,73,26,787_12193_330_4551_44564_19899_9384_116741_80035_11456_9767_109443_8843_239573_9472_9398_8699_11635_146239_5915_15644_26618_15745_1546_25428_10218
12052,Gwyneth Paltrow,1,4,9,4,2,1,73,24,24428_68721_1726_10138_879_5137_818_39538_210860_1213_9889_807_9428_1934_18074_45272_13501_87729_9672_7510_10362_67675_23570_10215
103,Mark Ruffalo,2,2,8,8,3,1,73,29,99861_24428_68721_12100_16523_291805_1949_11324_75656_1538_2100_9007_35056_1717_22267_10096_8338_314365_38_21755_44754_3682_10944_198277_39781_20_14295_16155_55180
134,Jamie Foxx,2,8,5,2,3,1,73,25,102382_117251_10048_172385_8489_68718_46195_1125_4349_25_41733_196867_9563_1538_17332_22803_32856_1677_227159_188161_51540_16428_19489_14576_19848
2229,Catherine Keener,1,3,8,6,2,4,73,30,49519_16523_32657_179_17332_109424_9275_1389_8224_8944_6957_316002_5915_4960_2757_208134_492_12621_209263_198277_398_39053_8998_44945_40247_15186_17113_49963_45145_50035
3092,Diane Keaton,1,4,11,2,1,0,72,20,24113_6964_242_10385_38357_1257_18254_87567_2925_9819_12085_9043_333348_253235_30890_240_89325_238_703_11561
819,Edward Norton,2,8,4,4,1,2,72,24,1724_49040_1495_9533_11371_550_9654_9275_120467_13150_223702_4967_44113_9716_14202_23082_194662_1491_83666_1360_10220_73_7870_1429
9273,Amy Adams,1,5,4,6,6,0,71,24,209112_49521_18360_4523_6538_9718_87825_640_64328_168672_24803_68722_12771_83770_152601_14359_25195_6961_45317_10490_87093_13090_27723_21801
8945,Kevin Kline,2,8,5,2,2,1,71,20,8487_10545_10501_12096_10199_10806_12506_137093_11509_41630_60309_11457_68924_15237_17187_89325_4170_9526_8390_47088
9777,Cuba Gooding Jr.,2,7,7,1,2,1,71,26,676_13700_4982_12159_72431_12117_9390_2898_6950_9896_13920_2162_881_11888_11978_132363_9398_273895_106747_9557_288980_17577_650_14144_58626_138697
116,Keira Knightley,1,7,6,3,1,0,70,19,285_58_22_1893_253412_137094_9923_96724_508_4347_9667_4348_12783_48231_205596_42188_88005_198277_455
110,Viggo Mortensen,2,7,6,3,0,2,70,23,120_122_121_11228_2023_8963_4421_2252_10468_59_13495_20766_83770_12690_48231_12410_28029_9281_283708_8744_48309_13516_11980
53714,Rachel McAdams,1,4,8,5,1,0,69,19,58574_10528_309809_16995_38357_24420_222936_72570_11036_59436_307081_11460_314365_9043_10625_157849_16005_122906_8060
2975,Laurence Fishburne,2,4,9,2,2,3,69,33,209112_49521_605_604_956_1979_12610_603_39538_8413_2148_34851_8065_1273_310706_28_322_8978_18550_168530_4597_873_15765_172391_10741_13751_10425_24977_650_36739_10072_244403_242095
78029,Martin Lawrence,2,11,2,2,0,0,69,17,8961_7484_11199_11066_11565_11001_11469_9600_38322_14034_13490_11676_9737_28121_925_16096_20337
518,Danny DeVito,2,3,9,3,3,3,69,29,607_9593_364_2300_75_4551_587_818_1850_9969_9275_11975_11858_7288_2118_10410_8012_14034_10739_25166_9493_13501_36691_46889_19419_10090_1443_14474_510
63,Milla Jovovich,1,10,2,2,2,1,69,19,18_52451_71679_35791_1577_10047_329833_7737_1576_9920_9398_9469_44113_334074_12403_44853_13888_22824_9571
