cast_id,cast_name,gender,order0,order1,order2,order3,order4,order_score,movie_count,movie_id
1798552,Ernesto Hernández,0,0,0,0,0,0,0,1,16620
1798553,Thom Pintello,0,0,0,0,0,0,0,1,16620
1798554,Stephen F. Schmidt,0,0,0,0,0,0,0,1,16620
1798555,Rosanna Locke,1,0,0,0,0,0,0,1,16620
95978,Kim Sebastian,1,0,0,0,0,0,0,1,16620
104382,Dyana Ortelli,1,0,0,0,0,0,0,1,16620
1250679,Andy Griggs,0,0,0,0,0,0,0,1,16620
1798558,Art K. Koustik,0,0,0,0,0,0,0,1,16620
1798563,Hunter Payne,0,0,0,0,0,0,0,1,16620
14850,Daniel Valdez,0,0,0,0,0,0,0,1,16620
106290,Brian Setzer,2,0,0,0,0,0,0,1,16620
183566,Marshall Crenshaw,0,0,0,0,0,0,0,1,16620
1358563,Tree O'Toole,1,0,0,0,0,0,0,1,250546
1074080,Glenn Speers,0,0,0,0,0,0,0,1,41009
12397,Maria Ribeiro,1,0,0,0,0,0,0,1,7347
575447,Fábio Lago,2,0,0,0,0,0,0,1,7347
1429606,Erick Oliveira,2,0,0,0,0,0,0,1,7347
1086172,Marcelo Escorel,0,0,0,0,0,0,0,1,7347
1429607,Roberta Santiago,0,0,0,0,0,0,0,1,7347
101069,Michelle Romano,1,0,0,0,0,0,0,1,250546
1266847,Paige Diaz,1,0,0,0,0,0,0,1,250546
1358564,Trampas Thompson,2,0,0,0,0,0,0,1,250546
1234967,Rick Dees,0,0,0,0,0,0,0,1,16620
1358565,Camden Singer,0,0,0,0,0,0,0,1,250546
1358566,Keira Daniels,0,0,0,0,0,0,0,1,250546
206791,Christopher Shaw,0,0,0,0,0,0,0,1,250546
1468165,Geoff Wehner,0,0,0,0,0,0,0,1,250546
1468178,Sasha Sheldon,0,0,0,0,0,0,0,1,250546
9784,Desi Arnez Hines II,2,0,0,0,0,0,0,1,650
9786,Jessie Lawrence Ferguson,0,0,0,0,0,0,0,1,650
9787,Tammy Hanson,0,0,0,0,0,0,0,1,650
58414,Dina Merrill,1,0,0,0,0,0,0,1,14576
98572,Erika Nann,1,0,0,0,0,0,0,1,14576
108922,Suzanne Savoy,1,0,0,0,0,0,0,1,306745
1219312,Dot Jones,0,0,0,0,0,0,0,1,8374
987587,Stephen Au,0,0,0,0,0,0,0,1,277519
125105,Derek Tsang,0,0,0,0,0,0,0,1,277519
127436,Felix Lok Ying-Kwan,0,0,0,0,0,0,0,1,277519
116423,Liu Kai-Chi,0,0,0,0,0,0,0,1,277519
586484,Tony Ho Wah-Chiu,0,0,0,0,0,0,0,1,277519
1334855,Deon Cheung,0,0,0,0,0,0,0,1,277519
1616884,Clement Tin,0,0,0,0,0,0,0,1,277519
1616885,Tsui Ching-Man,0,0,0,0,0,0,0,1,277519
1334856,May Law Koon-Lan,0,0,0,0,0,0,0,1,277519
130561,Henry Fong Ping,0,0,0,0,0,0,0,1,277519
1002925,Joe Cheung Tung-Cho,2,0,0,0,0,0,0,1,277519
1334857,Wang Lanfei,0,0,0,0,0,0,0,1,277519
1187926,Lui Saan,0,0,0,0,0,0,0,1,277519
1616886,Law Ho-Ming,0,0,0,0,0,0,0,1,277519
167572,Anthony Fusco,0,0,0,0,0,0,0,1,78381
1608593,Elizaveta Arzamasova,1,0,0,0,0,0,0,1,164372
191855,Kate Higgins,1,0,0,0,0,0,0,1,294512
571335,Christopher Corey Smith,2,0,0,0,0,0,0,1,294512
158833,Sydney Penny,1,0,0,0,0,0,0,1,8879
1147123,Lo Hoi-Pang,0,0,0,0,0,0,0,1,277519
1558726,Robert Pemberton,0,0,0,0,0,0,0,1,8374
106708,Stacie Randall,0,0,0,0,0,0,0,1,14576
77691,Kim Borrell,0,0,0,0,0,0,0,1,15013
1643675,Oliver Solomon,2,0,0,0,0,0,0,1,306745
157176,Mary Joy,1,0,0,0,0,0,0,1,306745
1636654,Robbie Tann,2,0,0,0,0,0,0,1,306745
78788,Lecy Goranson,1,0,0,0,0,0,0,1,47088
5395,Alex Burns,0,0,0,0,0,0,0,3,47088_11452_401
1237128,Justis Bolding,1,0,0,0,0,0,0,1,47088
1271304,Evgeniy Gerchakov,0,0,0,0,0,0,0,1,110402
86853,Pyotr Merkuryev,0,0,0,0,0,0,0,1,110402
1265313,Juris Laucinsh,0,0,0,0,0,0,0,1,110402
1596830,Jacqueline Williams,0,0,0,0,0,0,0,1,27004
77680,Zac Fox,0,0,0,0,0,0,0,1,15013
77682,John Carlisle,2,0,0,0,0,0,0,1,15013
77683,Mathokoza Sibiya,0,0,0,0,0,0,0,1,15013
77684,Sindisiswe Nxumalo,0,0,0,0,0,0,0,1,15013
77685,Michael Richard,0,0,0,0,0,0,0,1,15013
77686,Caroline Smart,0,0,0,0,0,0,0,1,15013
77688,Sibusiso Mamba,0,0,0,0,0,0,0,1,15013
77689,Tony Hatton,0,0,0,0,0,0,0,1,15013
77690,Clare Marshall,0,0,0,0,0,0,0,1,15013
4304,John Russell,2,0,0,0,0,0,0,2,8879_3083
152670,Fran Ryan,1,0,0,0,0,0,0,1,8879
27727,Marissa Ribisi,1,0,0,0,0,0,0,1,9571
568,Kim Krizan,1,0,0,0,0,0,0,1,9571
1865503,Aric Floyd,0,0,0,0,0,0,0,1,334527
1536202,Ananias Dixon,0,0,0,0,0,0,0,1,334527
1865504,Lisa Catara,0,0,0,0,0,0,0,1,334527
22689,Inge Keller,1,0,0,0,0,0,0,1,2211
22690,Kyra Mladeck,0,0,0,0,0,0,0,1,2211
6258,Peter Weck,2,0,0,0,0,0,0,1,2211
23340,Rosel Zech,0,0,0,0,0,0,0,1,2211
6273,Dani Levy,2,0,0,0,0,0,0,1,2211
1114156,Désirée Nick,1,0,0,0,0,0,0,1,2211
48372,Anette Felber,0,0,0,0,0,0,0,1,2211
1011172,Barbara Focke,1,0,0,0,0,0,0,1,2211
1244344,Rüdiger Hacker,0,0,0,0,0,0,0,1,2211
76002,Richard Gleason,2,0,0,0,0,0,0,1,13919
76004,Josh Janowicz,0,0,0,0,0,0,0,1,13919
76005,Jeff Parise,0,0,0,0,0,0,0,1,13919
76006,Laura Shanahan,1,0,0,0,0,0,0,1,13919
76007,Scott Spiro,0,0,0,0,0,0,0,1,13919
1287091,Rachel Zeskind,1,0,0,0,0,0,0,1,13919
87073,Rodney Rowland,2,0,0,0,0,0,0,1,14576
1865502,Deidre Harmon,0,0,0,0,0,0,0,1,334527
1637374,Don Robert Cass,0,0,0,0,0,0,0,1,334527
1865499,Stan Van Pelt,0,0,0,0,0,0,0,1,334527
1109252,Ash Catherwood,0,0,0,0,0,0,0,1,325373
94146,Bart Johnson,2,0,0,0,0,0,0,2,13649_10947
1879881,Joel Gagne,0,0,0,0,0,0,0,1,325373
1879912,Johnny Issaluk,0,0,0,0,0,0,0,1,325373
1879914,Phoenix Wilson,0,0,0,0,0,0,0,1,325373
1879924,Joseph Nakogee,0,0,0,0,0,0,0,1,325373
1562524,Yvonne E. Davidson,0,0,0,0,0,0,0,1,325373
1879943,Jennifer Soucie,0,0,0,0,0,0,0,1,325373
1879949,Vinnie Karetak,0,0,0,0,0,0,0,1,325373
1880007,Janet Hilliard,0,0,0,0,0,0,0,1,325373
1865498,Tyrone Jenkins,0,0,0,0,0,0,0,1,334527
1880011,Marie Belleau,0,0,0,0,0,0,0,1,325373
1880015,Kakki Peter,0,0,0,0,0,0,0,1,325373
1880017,Anubha Momin,0,0,0,0,0,0,0,1,325373
1880018,Justin Edward Seale,0,0,0,0,0,0,0,1,325373
1880021,Donno Mitoma,0,0,0,0,0,0,0,1,325373
1865496,Alan B. Jones,0,0,0,0,0,0,0,1,334527
1097817,Chris Haley,2,0,0,0,0,0,0,1,334527
1865497,Christopher Jay Gresham,0,0,0,0,0,0,0,1,334527
1373537,Evelyn Duah,0,0,0,0,0,0,0,1,10215
131118,Anthony Griffith,2,0,0,0,0,0,0,1,25066
195254,Tracey Wilkinson,1,0,0,0,0,0,0,1,71
1880164,Angel Ramirez Jr.,0,0,0,0,0,0,0,1,925
1880165,Travell Lee Toulson,0,0,0,0,0,0,0,1,925
1675606,Joel Nagle,0,0,0,0,0,0,0,1,925
1880166,David E. Weinberg,0,0,0,0,0,0,0,1,925
1880167,Yatte Brown,0,0,0,0,0,0,0,1,925
1880171,Mecca Brunson,0,0,0,0,0,0,0,1,925
1880169,Shawn Stainback,0,0,0,0,0,0,0,1,925
1880170,Soquana Wallace,0,0,0,0,0,0,0,1,925
1303875,Ray Allen,0,0,0,0,0,0,0,1,27451
941693,Michael Aparo,2,0,0,0,0,0,0,1,27451
935294,Scottie Epstein,0,0,0,0,0,0,0,2,27451_70006
569370,Quoc Dung Nguyen,0,0,0,0,0,0,0,1,73532
1653,Jean-Pierre Léaud,2,0,0,0,0,0,0,2,73532_2786
548816,Pierre Étaix,0,0,0,0,0,0,0,1,73532
14611,Stéphane Drouot,0,0,0,0,0,0,0,1,979
14612,Jean-Louis Costes,2,0,0,0,0,0,0,1,979
14613,Mourad Khima,0,0,0,0,0,0,0,1,979
1414268,Hellal,0,0,0,0,0,0,0,1,979
1414269,Nato,0,0,0,0,0,0,0,1,979
1414270,Fesche,0,0,0,0,0,0,0,1,979
1645223,Sixto Ramos,2,0,0,0,0,0,0,1,925
1880163,Chris Delaney,0,0,0,0,0,0,0,1,925
553120,Naomi Watanabe,0,0,0,0,0,0,0,1,193722
1880162,Diva Osorio,0,0,0,0,0,0,0,1,925
114822,Armen Godel,0,0,0,0,0,0,0,1,5528
930809,Steve Gadler,0,0,0,0,0,0,0,1,5528
146640,Michel Caccia,0,0,0,0,0,0,0,1,5528
7007,Claudia Ferri,1,0,0,0,0,0,0,1,321
7008,Sophie Lorain,0,0,0,0,0,0,0,2,321_11042
7010,Tara Nicodemo,1,0,0,0,0,0,0,1,321
7011,Pierrette Robitaille,1,0,0,0,0,0,0,1,321
7012,Dino Tavarone,0,0,0,0,0,0,0,1,321
7015,Lou Vani,0,0,0,0,0,0,0,1,321
7016,Diane Lavallée,0,0,0,0,0,0,0,1,321
19212,Russell Sams,2,0,0,0,0,0,0,2,4997_1809
966742,Joleigh Fioravanti,1,0,0,0,0,0,0,2,4997_11908
1528739,Kim Marriner,0,0,0,0,0,0,0,1,4997
128597,Rick Aiello,0,0,0,0,0,0,0,1,925
1736531,Christa Rivers,1,0,0,0,0,0,0,1,925
162339,Luis Antonio Ramos,0,0,0,0,0,0,0,1,925
1880160,Richard Habersham,0,0,0,0,0,0,0,1,925
96538,Ginny Yang,0,0,0,0,0,0,0,1,925
1880161,Sherwin Park,0,0,0,0,0,0,0,1,925
1174070,Ai Tominaga,0,0,0,0,0,0,0,1,193722
1174071,Gin Maeda,2,0,0,0,0,0,0,1,193722
222640,William McKenna,0,0,0,0,0,0,0,1,55567
589188,Nils Jørgen Kaalstad,2,0,0,0,0,0,0,1,70670
1093936,Gunnar Skramstad Johnsen,0,0,0,0,0,0,0,1,70670
1093937,Lars Skramstad Johnsen,0,0,0,0,0,0,0,1,70670
1093940,Signe Tynning,0,0,0,0,0,0,0,1,70670
1093941,Nils Gunnar Lie,0,0,0,0,0,0,0,1,70670
1093942,Sondre Abel,0,0,0,0,0,0,0,1,70670
1144062,Mattis Herman Nyquist,2,0,0,0,0,0,0,1,70670
182043,Lalor Roddy,2,0,0,0,0,0,0,1,84204
1458563,Clelia Murphy,0,0,0,0,0,0,0,1,84204
1458564,Micheál O'Gruagain,0,0,0,0,0,0,0,1,84204
1458565,Roz McCutcheon,0,0,0,0,0,0,0,1,84204
5254,George Voskovec,2,0,0,0,0,0,0,2,16633_389
113704,John Alvin,2,0,0,0,0,0,0,2,16633_51130
5687,Eddra Gale,0,0,0,0,0,0,0,1,16633
1712328,Audrey Bennett,0,0,0,0,0,0,0,1,16633
1712329,Laurence Coven,0,0,0,0,0,0,0,1,16633
1712330,Susan Bugg,0,0,0,0,0,0,0,1,16633
1153842,Lindsay Seim,1,0,0,0,0,0,0,1,91586
154839,Danielle Bisutti,1,0,0,0,0,0,0,1,91586
1223444,Tyler Griffin,2,0,0,0,0,0,0,1,91586
1093935,Mats Mogeland,0,0,0,0,0,0,0,1,70670
63767,Reidar Sørensen,0,0,0,0,0,0,0,1,70670
25653,You,1,0,0,0,0,0,0,1,193722
76553,Kyrre Haugen Sydness,2,0,0,0,0,0,0,1,70670
71080,Hitoshi Matsumoto,0,0,0,0,0,0,0,1,193722
1410504,Haruki Nishimoto,0,0,0,0,0,0,0,1,193722
85519,Madhavan,2,0,0,0,0,0,0,1,7913
108216,Siddharth,2,0,0,0,0,0,0,1,7913
87230,Ali Marsh,1,0,0,0,0,0,0,3,13173_27585_16155
70520,Shane Meadows,2,0,0,0,0,0,0,1,22908
148140,Ben Marshall,0,0,0,0,0,0,0,1,22908
148134,Darren O. Campbell,2,0,0,0,0,0,0,2,22908_22913
148132,Martin Arrowsmith,0,0,0,0,0,0,0,1,22908
148135,Julia Ford,1,0,0,0,0,0,0,2,22908_90369
148138,James Higgins,2,0,0,0,0,0,0,1,22908
148133,Dave Blant,0,0,0,0,0,0,0,1,22908
148144,Sammy Pasha,0,0,0,0,0,0,0,1,22908
148141,Joel Morris,0,0,0,0,0,0,0,1,22908
148137,Nicholas Harvey,0,0,0,0,0,0,0,1,22908
148145,Jamahl Peterkin,0,0,0,0,0,0,0,1,22908
148146,James Tomlinson,0,0,0,0,0,0,0,1,22908
81773,Paul Fraser,2,0,0,0,0,0,0,1,22908
558254,Baard Owe,2,0,0,0,0,0,0,1,70670
1334024,Théodule Carré-Cassaigne,0,0,0,0,0,0,0,1,5528
1334023,Simon Fargeot,0,0,0,0,0,0,0,1,5528
35077,Didier Flamand,0,0,0,0,0,0,0,1,5528
84978,Joe Tornatore,2,0,0,0,0,0,0,2,9277_5822
13327,Nigel Davenport,2,0,0,0,0,0,0,3,9443_21610_874
69010,Brad Davis,2,0,0,0,0,0,0,1,9443
1464838,Lauren Leah Mitchell,0,0,0,0,0,0,0,1,16186
1470068,Lisa Marcos,0,0,0,0,0,0,0,1,16186
1062609,Terrell Carter,2,0,0,0,0,0,0,1,16186
1192653,Sonia Todd,0,0,0,0,0,0,0,1,7863
79703,Alex Rafalowicz,2,0,0,0,0,0,0,1,7863
14306,Googie Withers,1,0,0,0,0,0,0,1,7863
212429,Italia Ricci,1,0,0,0,0,0,0,1,138697
208307,Lindsey Broad,1,0,0,0,0,0,0,1,138697
1124795,Amanda Perez,1,0,0,0,0,0,0,1,138697
1223438,Sarah Dumont,0,0,0,0,0,0,0,1,138697
1223439,Sloane Avery,0,0,0,0,0,0,0,1,138697
149699,Loanne Bishop,1,0,0,0,0,0,0,2,138697_294086
1355837,Arin Babaian,0,0,0,0,0,0,0,1,138697
1355839,Eva Mah,0,0,0,0,0,0,0,1,138697
1355840,Nina Agdal,1,0,0,0,0,0,0,1,138697
1355841,Jason Burnham,0,0,0,0,0,0,0,1,138697
1355842,Johnny Ferrara,0,0,0,0,0,0,0,1,138697
78157,Lindsay Anderson,2,0,0,0,0,0,0,1,9443
101484,Guy Way,2,0,0,0,0,0,0,1,9277
48418,Erick Desmarestz,0,0,0,0,0,0,0,1,5528
157617,Pearl Shear,1,0,0,0,0,0,0,1,9277
222643,Alanna Palombo,0,0,0,0,0,0,0,1,55567
222644,Michael Pericoloso,2,0,0,0,0,0,0,1,55567
222645,Najee Wilson,0,0,0,0,0,0,0,1,55567
37712,Dana Elcar,2,0,0,0,0,0,0,1,9277
157936,James Sloyan,0,0,0,0,0,0,0,1,9277
110436,Lee Paul,2,0,0,0,0,0,0,1,9277
1155210,Avon Long,0,0,0,0,0,0,0,1,9277
83806,Arch Johnson,0,0,0,0,0,0,0,2,9277_19997
161360,Ed Bakey,2,0,0,0,0,0,0,1,9277
144604,Larry D. Mann,0,0,0,0,0,0,0,1,9277
1213880,Paulene Myers,0,0,0,0,0,0,0,2,9277_595
153628,Jack Collins,2,0,0,0,0,0,0,1,9277
98928,Tom Spratley,0,0,0,0,0,0,0,1,9277
1213863,Ta-Tanisha,0,0,0,0,0,0,0,1,9277
1263061,William Benedict,2,0,0,0,0,0,0,1,9277
86347,Robert Brubaker,2,0,0,0,0,0,0,1,9277
100295,Bruce Kimball,0,0,0,0,0,0,0,1,9277
1444837,Chuck Morrell,0,0,0,0,0,0,0,1,9277
151482,Byron Morrow,2,0,0,0,0,0,0,1,9277
239974,Tiffany Pulvino,1,0,0,0,0,0,0,1,138697
1355844,Olia Voronkova,0,0,0,0,0,0,0,1,138697
1355845,Sonni Brown,0,0,0,0,0,0,0,1,138697
1355846,Arayna Eison,0,0,0,0,0,0,0,1,138697
102426,Billy Curtis,2,0,0,0,0,0,0,1,11901
199813,Scott Walker,0,0,0,0,0,0,0,1,11901
33544,Walter Barnes,2,0,0,0,0,0,0,1,11901
106611,Paul Brinegar,2,0,0,0,0,0,0,1,11901
12296,John Hillerman,2,0,0,0,0,0,0,2,11901_11072
183745,Debra Azar,0,0,0,0,0,0,0,1,1548
1216556,Venus DeMilo,1,0,0,0,0,0,0,1,1548
1870807,Lindsey Girardot,0,0,0,0,0,0,0,1,1548
1391057,Ronald Knight,0,0,0,0,0,0,0,1,33155
1337122,Percy Rodrigues,0,0,0,0,0,0,0,1,33155
200298,Susan Kiger,1,0,0,0,0,0,0,1,33155
44705,Rhonda Shear,1,0,0,0,0,0,0,1,33155
103775,Hugh Warden,0,0,0,0,0,0,0,1,33155
43996,Jean-Baptiste Maunier,0,0,0,0,0,0,0,1,5528
43997,Maxence Perrin,0,0,0,0,0,0,0,1,5528
43999,Grégory Gatignol,0,0,0,0,0,0,0,1,5528
1334021,Thomas Blumenthal,0,0,0,0,0,0,0,1,5528
1334022,Cyril Bernicot,0,0,0,0,0,0,0,1,5528
583220,Carole Weiss,0,0,0,0,0,0,0,1,5528
52463,Stefan Gierasch,2,0,0,0,0,0,0,2,11901_990
138185,Misty Stone,1,0,0,0,0,0,0,2,138697_178862
55682,Mark Ashley,2,0,0,0,0,0,0,1,138697
125611,Jenny Hendrix,1,0,0,0,0,0,0,1,138697
446351,Becky O'Donohue,1,0,0,0,0,0,0,1,138697
1355847,Elena Kim,0,0,0,0,0,0,0,1,138697
1355848,Tanya Mityushina,0,0,0,0,0,0,0,1,138697
1355849,Craig Marks,0,0,0,0,0,0,0,1,138697
124972,Alexis Texas,1,0,0,0,0,0,0,2,138697_178862
74250,Sunny Lane,1,0,0,0,0,0,0,1,138697
124136,Devon,1,0,0,0,0,0,0,1,138697
41990,Cheyne Collins,0,0,0,0,0,0,0,1,138697
1274860,Damien Michaels,0,0,0,0,0,0,0,1,138697
88229,Stoya,1,0,0,0,0,0,0,1,138697
132381,Tori Black,1,0,0,0,0,0,0,1,138697
55680,Manuel Ferrara,2,0,0,0,0,0,0,1,138697
1197172,Mia Malkova,1,0,0,0,0,0,0,1,138697
232271,Jynx Maze,1,0,0,0,0,0,0,1,138697
577492,Dani Daniels,1,0,0,0,0,0,0,1,138697
136791,Isis Taylor,1,0,0,0,0,0,0,1,138697
132398,Bree Olson,1,0,0,0,0,0,0,1,138697
135659,Aletta Ocean,1,0,0,0,0,0,0,1,138697
181329,Priscilla Garita,0,0,0,0,0,0,0,1,91586
568240,Brooke Peoples,1,0,0,0,0,0,0,1,91586
1608562,Dannay Rodriguez,0,0,0,0,0,0,0,1,91586
553766,Chason Schirmer,0,0,0,0,0,0,0,1,11284
98555,Matthew Faison,2,0,0,0,0,0,0,1,11284
553767,Vic Watterson,0,0,0,0,0,0,0,1,11284
170132,Warren Barrington,0,0,0,0,0,0,0,1,11284
553768,Mel Scott-Thomas,0,0,0,0,0,0,0,1,11284
553769,Jonathan Mazer,0,0,0,0,0,0,0,1,11284
553770,Frank Catalano,0,0,0,0,0,0,0,1,11284
553771,Joshua Weisel,0,0,0,0,0,0,0,1,11284
6909,Stephan Jones,0,0,0,0,0,0,0,1,504
6910,T. Robert Pigott,0,0,0,0,0,0,0,1,504
95749,Catherine Mangan,1,0,0,0,0,0,0,1,504
2098,Carleton Young,2,0,0,0,0,0,0,2,173_11697
2099,J. M. Kerrigan,0,0,0,0,0,0,0,2,173_770
2102,Ted Cooper,2,0,0,0,0,0,0,1,173
1239950,Gloria Pall,0,0,0,0,0,0,0,1,173
161766,Ron Nyman,2,0,0,0,0,0,0,2,173_15875
111827,Fred Graham,2,0,0,0,0,0,0,3,173_13909_18712
93628,Harry Harvey,2,0,0,0,0,0,0,2,173_288
2110,Harper Goff,2,0,0,0,0,0,0,1,173
81284,Eddie Marr,2,0,0,0,0,0,0,1,173
152286,Michael McNab,2,0,0,0,0,0,0,1,11284
42530,Tobe Sexton,0,0,0,0,0,0,0,1,11284
2925,Ernest Thesiger,2,0,0,0,0,0,0,1,29912
166609,Lindsey Fields,0,0,0,0,0,0,0,1,11284
121323,Bess Flowers,1,0,0,0,0,0,0,8,29912_821_248_872_17820_55604_3078_35073
182231,Pamela Robinson,0,0,0,0,0,0,0,1,29912
2101,Percy Helton,0,0,0,0,0,0,0,2,29912_173
952047,Nicolas Koster,2,0,0,0,0,0,0,1,29912
82748,Thomas Browne Henry,0,0,0,0,0,0,0,1,29912
81188,Rosalind Ivan,1,0,0,0,0,0,0,1,29912
3163,George E. Stone,2,0,0,0,0,0,0,4,29912_248_239_3062
29285,Jay Novello,2,0,0,0,0,0,0,2,29912_248
40623,Hayden Rorke,2,0,0,0,0,0,0,2,29912_248
126658,David Leonard,0,0,0,0,0,0,0,1,29912
82549,Peter Jeffrey,2,0,0,0,0,0,0,1,11843
95125,David Lodge,2,0,0,0,0,0,0,1,11843
14107,Graham Stark,2,0,0,0,0,0,0,1,11843
21609,Eric Pohlmann,2,0,0,0,0,0,0,2,11843_657
47848,André Maranne,2,0,0,0,0,0,0,1,11843
553765,Cassandra Rachel Friel,0,0,0,0,0,0,0,1,11284
105708,David Dunard,0,0,0,0,0,0,0,1,11284
171005,Marilyn Rockafellow,1,0,0,0,0,0,0,1,11284
165659,Virginia Peters,1,0,0,0,0,0,0,1,11284
1034935,Jack Gargan,2,0,0,0,0,0,0,1,173
91218,John Daheim,2,0,0,0,0,0,0,1,173
1120620,Jack Stoney,2,0,0,0,0,0,0,2,173_821
1282218,Crystal Santos,0,0,0,0,0,0,0,1,227348
1514728,Lesley Scoble,0,0,0,0,0,0,0,1,1955
207310,Eiji Kusuhara,0,0,0,0,0,0,0,1,1955
175977,Patricia Hodge,1,0,0,0,0,0,0,1,1955
1524886,Tommy Wright,0,0,0,0,0,0,0,1,1955
1446669,Peter Davidson,0,0,0,0,0,0,0,1,1955
1328618,John Rapley,2,0,0,0,0,0,0,1,1955
1398385,Janie Kells,0,0,0,0,0,0,0,1,1955
186053,Lydia Lisle,0,0,0,0,0,0,0,1,1955
32477,Eric Bergren,0,0,0,0,0,0,0,1,1955
32478,Christopher De Vore,0,0,0,0,0,0,0,1,1955
5602,David Lynch,2,0,0,0,0,0,0,1,1955
103290,Juliet Reeves,1,0,0,0,0,0,0,1,152532
1337712,Sean T. Krishnan,0,0,0,0,0,0,0,1,243940
536,Jorja Fox,1,0,0,0,0,0,0,1,77
542,Kimberly Campbell,1,0,0,0,0,0,0,1,77
932076,Kate Siegel,1,0,0,0,0,0,0,1,157547
23740,Trevor Fehrman,2,0,0,0,0,0,0,1,2295
280714,Grace Smith,0,0,0,0,0,0,0,2,2295_2292
482,Stuart Wells,2,0,0,0,0,0,0,1,71
227751,Pauline Quirke,1,0,0,0,0,0,0,1,1955
186025,Deirdre Costello,0,0,0,0,0,0,0,2,1955_9427
224018,Gerald Case,0,0,0,0,0,0,0,1,1955
1238976,Richard Hunter,0,0,0,0,0,0,0,1,1955
3930,Phoebe Nicholls,1,0,0,0,0,0,0,2,1955_26371
643171,Helen Ryan,0,0,0,0,0,0,0,1,1955
47864,Lesley Dunlop,1,0,0,0,0,0,0,1,1955
1230584,Pat Gorman,2,0,0,0,0,0,0,1,1955
912036,Orla Pederson,0,0,0,0,0,0,0,1,1955
158278,Patsy Smart,1,0,0,0,0,0,0,1,1955
159159,Hannah Gordon,0,0,0,0,0,0,0,1,1955
47545,Frederick Treves,0,0,0,0,0,0,0,1,1955
109993,Robert Lewis Bush,0,0,0,0,0,0,0,1,1955
1532470,Fanny Carby,1,0,0,0,0,0,0,1,1955
159057,Roy Evans,2,0,0,0,0,0,0,1,1955
1515418,Joan Rhodes,0,0,0,0,0,0,0,1,1955
1448418,Nula Conwell,0,0,0,0,0,0,0,1,1955
109372,Tony London,2,0,0,0,0,0,0,1,1955
133222,Bernadette Milnes,0,0,0,0,0,0,0,1,1955
1225742,Carol Harrison,0,0,0,0,0,0,0,1,1955
1231604,Hugh Manning,0,0,0,0,0,0,0,1,1955
1243569,Dennis Burgess,0,0,0,0,0,0,0,1,1955
72717,Dawn Addams,0,0,0,0,0,0,0,1,29912
12351,Jeff Morrow,2,0,0,0,0,0,0,1,29912
1023732,Sienna Farall,0,0,0,0,0,0,0,1,91586
155037,Jessica Berger,0,0,0,0,0,0,0,1,72571
1697013,Afra Sophia Tully,0,0,0,0,0,0,0,1,242512
1697014,Izzie  Galanti,0,0,0,0,0,0,0,1,242512
1697015,Claire Beale,0,0,0,0,0,0,0,1,242512
1697016,Sierra Huermann,0,0,0,0,0,0,0,1,242512
1098706,Vivis Colombetti,1,0,0,0,0,0,0,1,242512
1539579,Sunny May Allison,0,0,0,0,0,0,0,1,242512
938105,Ken Blackwell,2,0,0,0,0,0,0,1,242512
44816,Ira Heiden,2,0,0,0,0,0,0,1,10072
174848,Penelope Sudrow,0,0,0,0,0,0,0,1,10072
553736,Sally Piper,0,0,0,0,0,0,0,1,10072
553737,Rozlyn Sorrell,1,0,0,0,0,0,0,1,10072
553738,Stacey Alden,0,0,0,0,0,0,0,1,10072
553739,Mary Brown,0,0,0,0,0,0,0,1,10072
553740,Melanie Doctors,0,0,0,0,0,0,0,1,10072
553741,Donna Durham,0,0,0,0,0,0,0,1,10072
932160,Arcelia Ramírez,0,0,0,0,0,0,0,2,211954_242575
1044093,Agustín Bernal,2,0,0,0,0,0,0,1,211954
144275,Karla Souza,1,0,0,0,0,0,0,1,211954
78006,Roger Cudney,2,0,0,0,0,0,0,1,211954
171401,Hallie Foote,1,0,0,0,0,0,0,1,72571
995459,Marilyn Alex,0,0,0,0,0,0,0,1,72571
106625,Betta St. John,1,0,0,0,0,0,0,1,29912
995458,Jessica Tyler Brown,1,0,0,0,0,0,0,1,72571
1832087,Brynn Bowie,0,0,0,0,0,0,0,1,91586
1832088,Madison Bowie,0,0,0,0,0,0,0,1,91586
1832089,Dylan Quigg,0,0,0,0,0,0,0,1,91586
145556,Kimberly Ables Jindra,0,0,0,0,0,0,0,1,91586
2685,Beverley Mitchell,1,0,0,0,0,0,0,1,215
76529,Kelly Jones,0,0,0,0,0,0,0,1,215
76530,Vincent Rother,0,0,0,0,0,0,0,1,215
1413361,Maya Erskine,0,0,0,0,0,0,0,1,333371
1120025,Mat Vairo,2,0,0,0,0,0,0,1,333371
1253678,Ryan Martin Dwyer,0,0,0,0,0,0,0,1,333371
117259,Chris Raab,2,0,0,0,0,0,0,1,9012
232999,Eric Esch,0,0,0,0,0,0,0,1,9012
1659211,Andi Osho,1,0,0,0,0,0,0,1,345911
1598936,Maria Russell,1,0,0,0,0,0,0,1,345911
204548,Rolando Boyce,2,0,0,0,0,0,0,1,345911
1302131,Lotta Losten,1,0,0,0,0,0,0,1,345911
1493969,Amiah Miller,1,0,0,0,0,0,0,1,345911
1185732,Ava Cantrell,1,0,0,0,0,0,0,1,345911
1525065,Elizabeth Pan,1,0,0,0,0,0,0,1,345911
140603,Jeannine Derbez,1,0,0,0,0,0,0,1,211954
1458151,Andrés Vázquez,0,0,0,0,0,0,0,1,211954
